Année;Numéro;Département;Code INSEE;Nom de la commune;Date de première alerte;Surface parcourue (m2);Surface forêt (m2);Surface maquis garrigues (m2);Autres surfaces naturelles hors forêt (m2);Surfaces agricoles (m2);Autres surfaces (m2);Surface autres terres boisées (m2);Surfaces non boisées naturelles (m2);Surfaces non boisées artificialisées (m2);Surfaces non boisées (m2);Précision des surfaces;Type de peuplement;Nature;Décès ou bâtiments touchés;Nombre de décès;Nombre de bâtiments totalement détruits;Nombre de bâtiments partiellement détruits;Précision de la donnée
2024;21243;13;13063;Miramas;13/07/2024 20:25;100;100;0;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;20296;34;34116;Grabels;13/07/2024 23:16;217;0;217;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;26742;33;33376;Saint-Aubin-de-Médoc;14/07/2024 00:58;40;20;;20;0;0;;;;;Estimées;;Malveillance;Non;0;0;0;
2024;20294;34;34281;Saint-Pargoire;14/07/2024 08:25;212;0;212;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;29536;25;25056;Besançon;14/07/2024 08:55;100;100;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;21248;13;13059;Meyrargues;14/07/2024 11:19;300;300;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;20381;56;56180;Porcaro;14/07/2024 12:08;1500;1500;;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;21245;13;13047;Istres;14/07/2024 12:37;500;500;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;20275;06;06132;Saorge;14/07/2024 14:14;500;0;500;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;20288;34;34312;La Tour-sur-Orb;14/07/2024 16:08;12328;0;12328;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;23001;74;74273;Sixt-Fer-à-Cheval;14/07/2024 17:48;1;1;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;23002;74;74185;Monnetier-Mornex;14/07/2024 21:17;1;1;;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;20276;06;06092;Peillon;15/07/2024 00:42;24900;24900;0;0;0;0;;;;;Mesurées;4;Involontaire (particulier);Non;;;;
2024;21251;13;13106;Septèmes-les-Vallons;15/07/2024 02:31;10;10;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;27636;2A;2A006;Alata;15/07/2024 08:51;1000;0;1000;0;0;0;;;;;Estimées;;;Non;;;;
2024;27637;2A;2A247;Porto-Vecchio;15/07/2024 13:11;30;0;30;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;21253;13;13043;Gignac-la-Nerthe;15/07/2024 15:36;20;20;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;21505;04;04106;Lurs;15/07/2024 21:13;20;20;0;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;21254;13;13072;Peynier;15/07/2024 23:17;142;142;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;27639;2A;2A181;Ocana;16/07/2024 09:55;500;0;500;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;20870;11;11015;Arques;16/07/2024 11:32;1500;1500;0;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;20463;05;05174;Val-des-Prés;16/07/2024 12:34;4;4;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;27638;2A;2A359;Zicavo;16/07/2024 12:35;3000;0;3000;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;21255;13;13071;Les Pennes-Mirabeau;16/07/2024 13:51;10400;10400;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;25050;85;85035;Bretignolles-sur-Mer;16/07/2024 14:42;20;20;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27640;2A;2A247;Porto-Vecchio;16/07/2024 18:16;40;0;40;0;0;0;;;;;Estimées;;;Non;;;;
2024;27641;2A;2A300;San-Gavino-di-Carbini;17/07/2024 05:10;1;0;1;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;21258;13;13099;Saint-Paul-lès-Durance;17/07/2024 10:45;300;300;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;21256;13;13019;Cabriès;17/07/2024 12:14;100;100;0;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;20465;05;05023;Briançon;17/07/2024 14:06;6;6;0;0;0;0;;;;;Mesurées;;;Non;;;;
2024;25232;27;27118;Brosville;17/07/2024 14:29;5;5;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;29532;25;25377;Mésandans;17/07/2024 16:26;100;100;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20464;05;05151;Saint-Martin-de-Queyrières;17/07/2024 18:02;3;0;3;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;20962;66;66063;Les Cluses;17/07/2024 19:24;1000;1000;0;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;20431;06;06105;Roquefort-les-Pins;17/07/2024 20:50;10;0;10;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;28296;2A;2A024;Aullène;17/07/2024 21:59;30;0;30;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;20955;06;06152;Valbonne;18/07/2024 04:04;50;0;50;0;0;0;;;;;Estimées;;;Non;;;;
2024;28452;30;30028;Bagnols-sur-Cèze;18/07/2024 10:41;166;166;;;;;;;;;Mesurées;;;Non;;;;
2024;21262;13;13030;Cuges-les-Pins;18/07/2024 12:35;50;50;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;29531;25;25124;Charmauvillers;18/07/2024 12:37;100;100;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;21799;04;04172;Roumoules;18/07/2024 13:36;12700;2100;0;0;10600;0;;;;;Mesurées;2;Involontaire (particulier);Oui;0;0;1;
2024;21259;13;13051;Lançon-Provence;18/07/2024 14:11;10;10;0;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;21509;04;04094;Gréoux-les-Bains;18/07/2024 14:25;6600;4800;1800;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;29530;25;25612;Vieilley;18/07/2024 14:54;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;21260;13;13113;Venelles;18/07/2024 15:31;50;50;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;28454;30;30174;Montaren-et-Saint-Médiers;18/07/2024 15:45;3437;3437;;;;;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;20924;34;34213;Poussan;18/07/2024 16:19;14358;14358;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;21261;13;13005;Aubagne;18/07/2024 16:32;200;200;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;20889;46;46318;Thémines;18/07/2024 18:43;1500;1500;;0;0;0;;;;;Estimées;;;Non;;;;
2024;28021;84;84088;Pernes-les-Fontaines;18/07/2024 21:25;20;20;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;27643;2A;2A089;Ciamannacce;19/07/2024 01:02;1500;0;1500;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;28022;84;84140;Vaugines;19/07/2024 01:22;250;250;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;20916;34;34070;Cébazan;19/07/2024 08:54;2636;2636;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;23004;74;74080;La Clusaz;19/07/2024 09:27;50;50;;0;0;0;;;;;Estimées;;;Non;;;;
2024;23005;74;74249;Saint-Paul-en-Chablais;19/07/2024 10:24;1;1;;0;0;0;;;;;Estimées;;;Non;;;;
2024;28024;84;84140;Vaugines;19/07/2024 11:13;200;200;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;21155;66;66108;Millas;19/07/2024 21:20;20;0;20;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;20882;11;11203;Lézignan-Corbières;19/07/2024 22:17;5;5;;;;;;;;;Mesurées;;;Non;0;0;0;
2024;25951;73;73004;Aillon-le-Jeune;20/07/2024 12:12;20;20;;0;0;0;;;;;Mesurées;;;;;;;Données partielles ou non valides
2024;20988;34;34042;Brissac;20/07/2024 13:03;383;383;0;0;0;0;;;;;Mesurées;2;Accidentelle;Non;;;;
2024;21264;13;13045;Graveson;20/07/2024 14:09;5000;5000;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;28895;19;19193;Saint-Cirgues-la-Loutre;20/07/2024 14:34;30;30;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;0;0;0;
2024;23011;74;74211;Pers-Jussy;20/07/2024 15:52;1;1;;0;0;0;;;;;Estimées;;;Non;;;;
2024;28029;84;84026;Cadenet;20/07/2024 15:55;10;10;0;0;0;0;;;;;Mesurées;5;;Non;;;;
2024;20903;34;34251;Saint-Étienne-de-Gourgas;20/07/2024 16:55;182;182;0;0;0;0;;;;;Mesurées;2;Involontaire (particulier);Non;;;;
2024;27969;60;60084;Bonnières;20/07/2024 17:15;500;10;;0;490;0;;;;;Estimées;;;Non;;;;
2024;21263;13;13099;Saint-Paul-lès-Durance;20/07/2024 20:00;15000;0;2000;0;13000;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;21268;13;13088;Le Rove;21/07/2024 00:03;10;10;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;20885;11;11372;Salsigne;21/07/2024 06:35;150;0;150;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20899;34;34019;Avène;21/07/2024 08:32;678;678;0;0;0;0;;;;;Mesurées;2;Naturelle;Non;;;;
2024;20470;26;26181;Mévouillon;21/07/2024 08:40;10;10;0;0;0;0;;;;;Estimées;;Naturelle;Non;;;;
2024;20886;11;11024;Bages;21/07/2024 09:29;50;0;50;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20471;05;05073;Lazer;21/07/2024 09:45;80;80;0;0;0;0;;;;;Estimées;;Naturelle;Non;;;;
2024;20898;34;34225;Puisserguier;21/07/2024 09:46;22;22;0;0;0;0;;;;;Mesurées;4;Naturelle;Non;;;;
2024;21265;13;13066;Noves;21/07/2024 09:52;6;6;0;0;0;0;;;;;Mesurées;1;Naturelle;Non;;;;
2024;21267;13;13001;Aix-en-Provence;21/07/2024 13:24;2;2;0;0;0;0;;;;;Mesurées;1;Naturelle;Non;;;;
2024;22263;11;11069;Carcassonne;21/07/2024 14:21;1;1;;;;;;;;;Mesurées;;;Non;0;0;0;
2024;20897;34;34228;Rieussec;21/07/2024 14:27;13733;13733;0;0;0;0;;;;;Mesurées;3;Naturelle;Non;;;;
2024;20896;34;34226;Quarante;21/07/2024 14:33;1022;1022;0;0;0;0;;;;;Mesurées;4;Accidentelle;Non;;;;
2024;21269;13;13101;Saint-Savournin;21/07/2024 15:28;5;5;0;0;0;0;;;;;Mesurées;1;Naturelle;Non;;;;
2024;27644;2A;2A247;Porto-Vecchio;21/07/2024 16:30;50;0;50;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;28297;2A;2A322;Tasso;21/07/2024 17:44;200;0;200;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;21266;13;13074;Peyrolles-en-Provence;21/07/2024 18:33;20;20;0;0;0;0;;;;;Mesurées;1;Naturelle;Non;;;;
2024;21102;34;34335;Villemagne-l'Argentière;22/07/2024 01:43;2952;2952;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;28298;2A;2A362;Zonza;22/07/2024 06:10;1;0;1;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;28468;30;30087;Colognac;22/07/2024 07:32;5402;5402;0;0;0;0;;;;;Mesurées;;Naturelle;Non;;;;
2024;20979;2B;2B124;Ghisoni;22/07/2024 10:41;85000;0;85000;0;0;0;;;;;Estimées;1;Naturelle;Non;;;;
2024;20968;48;48148;Saint-Étienne-Vallée-Française;22/07/2024 12:06;471;470;1;0;0;0;;;;;Mesurées;4;Naturelle;Non;;;;
2024;21018;06;06079;Mandelieu-la-Napoule;22/07/2024 14:05;3600;2600;1000;0;0;0;;;;;Mesurées;3;Malveillance;Oui;0;0;1;
2024;21270;13;13092;Saint-Chamas;22/07/2024 15:49;20;20;0;0;0;0;;;;;Mesurées;1;Naturelle;Non;;;;
2024;28040;84;84130;Suzette;22/07/2024 16:41;20;20;0;0;0;0;;;;;Estimées;;Naturelle;Non;;;;
2024;28470;30;30116;Fournès;22/07/2024 16:43;9532;9532;0;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;21113;13;13055;Marseille;22/07/2024 23:45;20;0;20;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;21271;13;13099;Saint-Paul-lès-Durance;23/07/2024 11:50;280;280;0;0;0;0;;;;;Mesurées;1;Naturelle;Non;;;;
2024;21514;04;04200;Salignac;23/07/2024 11:52;120;120;0;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;22266;11;11132;Fabrezan;23/07/2024 13:25;150;0;150;0;0;0;;;;;Mesurées;;;Non;;;;
2024;21094;34;34202;Pignan;23/07/2024 14:43;5024;0;5024;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;21274;13;13004;Arles;23/07/2024 18:10;200;200;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;29329;25;25228;Étupes;23/07/2024 19:02;100;100;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;21168;66;66122;Nohèdes;23/07/2024 19:17;250;250;0;0;0;0;;;;;Estimées;;Naturelle;Non;;;;
2024;22270;11;11146;Floure;23/07/2024 20:54;3000;0;3000;0;0;0;;;;;Mesurées;;;Non;;;;
2024;21272;13;13039;Fos-sur-Mer;23/07/2024 21:30;100;100;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;22271;11;11202;Leucate;24/07/2024 03:08;300;0;300;0;0;0;;;;;Mesurées;;;Non;;;;
2024;21517;04;04108;Malijai;24/07/2024 11:55;220;150;0;0;70;0;;;;;Mesurées;2;Involontaire (particulier);Non;;;;
2024;21275;13;13103;Salon-de-Provence;24/07/2024 13:49;20;20;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;25837;72;72213;Mulsanne;24/07/2024 15:36;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;25838;72;72191;Mayet;24/07/2024 19:35;200;200;;0;0;0;;;;;Estimées;;;Non;;;;
2024;22760;13;13106;Septèmes-les-Vallons;24/07/2024 23:30;100;100;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;22491;88;88412;Saint-Benoît-la-Chipotte;25/07/2024 10:35;3;3;;0;0;0;;;;;Estimées;;;Non;;;;
2024;21068;34;34119;Hérépian;25/07/2024 11:15;4;4;0;0;0;0;;;;;Mesurées;2;Accidentelle;Non;;;;
2024;21193;2B;2B039;Bisinchi;25/07/2024 13:48;10;0;10;0;0;0;;;;;Estimées;;;Non;;;;
2024;22763;13;13103;Salon-de-Provence;25/07/2024 13:53;30;30;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;22492;88;88412;Saint-Benoît-la-Chipotte;25/07/2024 16:40;3;3;;0;0;0;;;;;Estimées;;;Non;;;;
2024;22761;13;13056;Martigues;25/07/2024 17:12;25;25;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;21060;34;34239;Saint-André-de-Sangonis;25/07/2024 17:17;11826;0;11826;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;21058;34;34202;Pignan;25/07/2024 19:25;52;52;0;0;0;0;;;;;Mesurées;5;Malveillance;Non;;;;
2024;22762;13;13002;Allauch;25/07/2024 21:00;2;2;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;27647;2A;2A119;Frasseto;26/07/2024 00:18;50;0;50;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;26925;24;24137;Coulaures;26/07/2024 09:09;100;100;;0;0;0;;;;;Estimées;;Accidentelle;Non;0;0;0;
2024;27498;16;16279;Rioux-Martin;26/07/2024 09:31;50;50;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;0;0;0;
2024;26754;33;33203;Hourtin;26/07/2024 10:59;100;100;;0;0;0;;;;;Estimées;;Accidentelle;Non;0;0;0;
2024;21506;05;05045;Crots;26/07/2024 12:10;12;12;0;0;0;0;;;;;Estimées;4;Malveillance;Non;;;;
2024;21051;34;34178;Murviel-lès-Béziers;26/07/2024 12:30;21710;0;21710;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;22284;11;11325;Rouffiac-d'Aude;26/07/2024 18:12;1050;1050;0;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;22283;11;11325;Rouffiac-d'Aude;26/07/2024 18:12;150;150;;;;;;;;;Mesurées;;;Non;0;0;0;
2024;22805;13;13039;Fos-sur-Mer;27/07/2024 01:09;20;20;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;22287;11;11257;Monze;27/07/2024 05:23;30;0;30;0;0;0;;;;;Mesurées;;;Non;;;;
2024;23016;74;74209;Peillonnex;27/07/2024 09:42;1;1;;0;0;0;;;;;Estimées;;;Non;;;;
2024;28054;84;84054;L'Isle-sur-la-Sorgue;27/07/2024 13:41;4400;4400;0;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;22764;13;13001;Aix-en-Provence;27/07/2024 13:51;500;500;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;21194;2B;2B009;Aléria;27/07/2024 15:00;5000;0;5000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;21207;2B;2B009;Aléria;27/07/2024 15:20;30000;0;30000;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;27648;2A;2A099;Cozzano;27/07/2024 15:20;500;0;500;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;28056;84;84054;L'Isle-sur-la-Sorgue;27/07/2024 18:20;1;1;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;22288;11;11102;Couffoulens;27/07/2024 19:42;800;0;800;0;0;0;;;;;Mesurées;;;Non;;;;
2024;22804;13;13046;Gréasque;27/07/2024 21:18;20;20;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;22765;13;13035;Eyguières;27/07/2024 21:22;10;10;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;21042;48;48097;Moissac-Vallée-Française;28/07/2024 00:05;2100;1600;500;0;0;0;;;;;Mesurées;5;Involontaire (particulier);Non;;;;
2024;27033;40;40295;Saugnac-et-Muret;28/07/2024 09:09;102;100;;2;0;0;;;;;Estimées;;Naturelle;Non;0;0;0;
2024;24175;56;56075;Guer;28/07/2024 12:46;300;300;;0;0;0;;;;;Estimées;;;Non;;;;
2024;22291;11;11215;Malves-en-Minervois;28/07/2024 15:46;2500;2500;0;0;0;0;;;;;Mesurées;;;Non;;;;
2024;21278;13;13055;Marseille;28/07/2024 18:10;30;0;30;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;21279;13;13055;Marseille;28/07/2024 21:37;500;0;500;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;21422;34;34170;Montouliers;29/07/2024 13:00;532407;532407;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;22295;11;11286;Peyriac-Minervois;29/07/2024 13:04;46294;0;6294;0;40000;0;;;;;Mesurées;;;Non;;;;
2024;28483;30;30172;Monoblet;29/07/2024 14:00;196;196;;;;;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;26757;33;33177;Gaillan-en-Médoc;29/07/2024 14:50;2000;2000;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;21147;06;06025;Le Broc;29/07/2024 15:38;900;0;900;0;0;0;;;;;Mesurées;3;;Non;;;;
2024;27034;40;40310;Soustons;29/07/2024 16:02;4109;4104;;0;5;0;;;;;Estimées;;;Non;0;0;0;
2024;27393;77;77305;Montereau-Fault-Yonne;29/07/2024 18:14;1;1;;0;0;0;;;;;Estimées;;;Non;;;;
2024;22806;13;13041;Gardanne;29/07/2024 19:50;10;10;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;22808;13;13041;Gardanne;30/07/2024 12:49;3;3;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;22809;13;13103;Salon-de-Provence;30/07/2024 14:42;30;30;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;27649;2A;2A131;Guagno;30/07/2024 17:17;30;0;30;0;0;0;;;;;Mesurées;;Naturelle;Non;;;;
2024;25245;27;27116;Brionne;30/07/2024 17:55;20;20;;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;22807;13;13087;Rousset;30/07/2024 18:45;100;100;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;28299;2A;2A204;Pastricciola;30/07/2024 19:30;734;0;734;0;0;0;;;;;Mesurées;;Naturelle;Non;;;;
2024;29320;25;25304;Hérimoncourt;30/07/2024 20:18;100;100;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;22895;13;13055;Marseille;30/07/2024 20:46;50;0;50;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;22304;11;11436;Villesèque-des-Corbières;30/07/2024 21:18;300;300;;;;;;;;;Mesurées;;;Non;0;0;0;
2024;23037;74;74276;Taninges;31/07/2024 11:57;200;200;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;26930;24;24376;Saint Aulaye-Puymangou;31/07/2024 12:19;500;500;;0;0;0;;;;;Estimées;;Accidentelle;Non;0;0;0;
2024;27651;2A;2A204;Pastricciola;31/07/2024 12:31;40;0;40;0;0;0;;;;;Mesurées;;Naturelle;Non;;;;
2024;28300;2A;2A006;Alata;31/07/2024 15:11;100;0;100;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;22810;13;13002;Allauch;31/07/2024 17:11;50;50;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;27509;16;16347;Saint-Romain;31/07/2024 17:48;2030;30;;0;2000;0;;;;;Estimées;;;Non;0;0;0;
2024;21403;34;34134;Lavérune;31/07/2024 19:46;806;0;806;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;21680;13;13055;Marseille;31/07/2024 20:07;50;0;50;0;0;0;;;;;Estimées;1;;Non;;;;
2024;21681;13;13055;Marseille;31/07/2024 22:41;150;0;150;0;0;0;;;;;Estimées;2;Accidentelle;Non;;;;
2024;21457;2B;2B350;Vignale;01/08/2024 01:22;250;0;250;0;0;0;;;;;Estimées;;;Non;;;;
2024;28248;2A;2A092;Conca;01/08/2024 03:42;500;0;500;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;28485;30;30080;Chamborigaud;01/08/2024 14:40;450;450;;;;;;;;;Mesurées;;Accidentelle;Non;;;;
2024;24176;56;56186;Quiberon;01/08/2024 14:49;20;20;;0;0;0;;;;;Estimées;;;Non;;;;
2024;28249;2A;2A004;Ajaccio;01/08/2024 15:05;24000;0;24000;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;27038;40;40111;Geloux;01/08/2024 16:35;1100;1100;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;24760;49;49369;Vernoil-le-Fourrier;01/08/2024 17:12;800;800;;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;22309;11;11116;Cuxac-d'Aude;01/08/2024 18:13;49966;0;49966;0;0;0;;;;;Mesurées;;;Non;;;;
2024;28821;07;07209;Saint-Andéol-de-Fourchades;01/08/2024 18:35;600;600;0;0;0;0;;;;;Estimées;3;Accidentelle;Non;;;;
2024;22828;13;13040;Fuveau;01/08/2024 20:57;5;5;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;28250;2A;2A092;Conca;02/08/2024 00:05;1020;0;1020;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;22310;11;11122;Douzens;02/08/2024 02:23;10000;0;10000;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;24280;976;97609;Kani-Kéli;02/08/2024 09:30;50000;40000;;0;10000;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;22311;11;11330;Rustiques;02/08/2024 10:00;325;325;0;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;26767;33;33199;Gujan-Mestras;02/08/2024 10:49;10;10;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;22312;11;11248;Montirat;02/08/2024 14:17;30;0;30;0;0;0;;;;;Mesurées;;;Non;;;;
2024;22313;11;11146;Floure;02/08/2024 15:10;42731;7731;35000;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;21392;34;34095;Fabrègues;02/08/2024 15:18;511500;511500;0;0;0;0;;;;;Mesurées;3;Malveillance;Non;;;;
2024;22861;13;13044;Grans;02/08/2024 16:46;10;10;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;25065;85;85194;Les Sables-d'Olonne;02/08/2024 16:58;100;100;;0;0;0;;;;;Estimées;;Naturelle;Non;;;;
2024;21432;66;66093;Laroque-des-Albères;02/08/2024 17:08;8;8;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;21431;66;66093;Laroque-des-Albères;02/08/2024 17:08;2;2;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;22314;11;11272;Palaja;02/08/2024 17:29;30;30;0;0;0;0;;;;;Mesurées;;;Non;;;;
2024;22315;11;11396;Trausse;02/08/2024 17:58;20;20;;;;;;;;;Mesurées;;;Non;0;0;0;
2024;21389;34;34188;Olmet-et-Villecun;02/08/2024 19:00;3834;3834;0;0;0;0;;;;;Mesurées;3;Naturelle;Non;;;;
2024;21388;34;34144;Lunas;02/08/2024 19:16;2580;2580;0;0;0;0;;;;;Mesurées;3;Naturelle;Non;;;;
2024;21387;34;34341;Villeveyrac;02/08/2024 19:25;319;319;0;0;0;0;;;;;Mesurées;4;Naturelle;Non;;;;
2024;21682;13;13055;Marseille;02/08/2024 19:45;50;0;50;0;0;0;;;;;Estimées;1;;Non;;;;
2024;21462;2B;2B346;Vescovato;02/08/2024 20:09;12300;0;12300;0;0;0;;;;;Estimées;1;;Non;;;;
2024;28070;84;84009;La Bastide-des-Jourdans;02/08/2024 22:54;2440;1000;0;0;0;1440;;;;;Mesurées;;Accidentelle;Non;;;;
2024;22863;13;13034;Eygalières;03/08/2024 08:33;1300;1300;0;0;0;0;;;;;Mesurées;1;Naturelle;Non;;;;
2024;21384;34;34277;Saint-Maurice-Navacelles;03/08/2024 09:22;667;667;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;28252;2A;2A041;Bonifacio;03/08/2024 11:30;3800;0;3800;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;28251;2A;2A041;Bonifacio;03/08/2024 11:30;900;0;900;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;22866;13;13015;Bouc-Bel-Air;03/08/2024 15:10;60;60;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;22868;13;13015;Bouc-Bel-Air;03/08/2024 15:10;1750;1750;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;22867;13;13015;Bouc-Bel-Air;03/08/2024 15:15;2;2;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
